name,category_slug,price,mrp,unit,stock,image_url,description
"Local Sourced Refined Sunflower Oil Pouch #636","staples-grains",160,192,"1 L",85,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Local Sourced Refined Sunflower Oil Pouch #636. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Fresh Spinach Bunch #637","fruits-vegetables",50,60,"250 g",86,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Farm Fresh Fresh Spinach Bunch #637. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Farm Fresh White Eggs #638","dairy-eggs",77,92,"6 pcs",87,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Value Pack Farm Fresh White Eggs #638. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Double Choco Chip Muffin #639","bakery",150,180,"4 pcs",88,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Farm Fresh Double Choco Chip Muffin #639. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Rich Dark Roast Coffee #640","beverages",285,342,"200 g",89,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Farm Fresh Rich Dark Roast Coffee #640. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Crispy Salted Potato Chips #641","snacks",70,84,"90 g",90,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Premium Crispy Salted Potato Chips #641. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Chakki Fresh Whole Wheat Atta #642","staples-grains",280,336,"5 kg",91,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Premium Chakki Fresh Whole Wheat Atta #642. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Crisp Shimla Apples #643","fruits-vegetables",220,264,"1 kg",92,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Premium Crisp Shimla Apples #643. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Farm Fresh White Eggs #644","dairy-eggs",107,128,"6 pcs",93,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Super Saver Farm Fresh White Eggs #644. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic 100% Whole Wheat Bread #645","bakery",115,138,"400 g",94,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Organic 100% Whole Wheat Bread #645. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Classic Green Tea Bags #646","beverages",175,210,"25 bags",95,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Organic Classic Green Tea Bags #646. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Butter Choco Chip Cookies #647","snacks",55,66,"150 g",96,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Organic Butter Choco Chip Cookies #647. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Refined Sunflower Oil Pouch #648","staples-grains",145,174,"1 L",97,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Organic Refined Sunflower Oil Pouch #648. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Green Broccoli #649","fruits-vegetables",80,96,"1 pc",98,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Premium Green Broccoli #649. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Farm Fresh White Eggs #650","dairy-eggs",62,74,"6 pcs",99,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Gold Farm Fresh White Eggs #650. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Double Choco Chip Muffin #651","bakery",135,162,"4 pcs",100,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Select Double Choco Chip Muffin #651. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Rich Dark Roast Coffee #652","beverages",270,324,"200 g",101,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Select Rich Dark Roast Coffee #652. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Crispy Salted Potato Chips #653","snacks",55,66,"90 g",102,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Fresh Crispy Salted Potato Chips #653. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Chakki Fresh Whole Wheat Atta #654","staples-grains",265,318,"5 kg",103,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Fresh Chakki Fresh Whole Wheat Atta #654. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic New Crop Potatoes #655","fruits-vegetables",69,83,"1 kg",104,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Organic New Crop Potatoes #655. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Farm Fresh White Eggs #656","dairy-eggs",92,110,"6 pcs",105,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Chef Edition Farm Fresh White Eggs #656. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special 100% Whole Wheat Bread #657","bakery",100,120,"400 g",106,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Special 100% Whole Wheat Bread #657. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Classic Green Tea Bags #658","beverages",235,282,"25 bags",107,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Special Classic Green Tea Bags #658. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Butter Choco Chip Cookies #659","snacks",115,138,"150 g",108,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Special Butter Choco Chip Cookies #659. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Refined Sunflower Oil Pouch #660","staples-grains",205,246,"1 L",109,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Special Refined Sunflower Oil Pouch #660. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Fresh Organic Tomatoes #661","fruits-vegetables",35,42,"1 kg",110,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Select Fresh Organic Tomatoes #661. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Farm Fresh White Eggs #662","dairy-eggs",47,56,"6 pcs",111,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Local Sourced Farm Fresh White Eggs #662. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Double Choco Chip Muffin #663","bakery",120,144,"4 pcs",112,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Deluxe Double Choco Chip Muffin #663. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Rich Dark Roast Coffee #664","beverages",255,306,"200 g",113,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Deluxe Rich Dark Roast Coffee #664. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Crispy Salted Potato Chips #665","snacks",40,48,"90 g",114,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Classic Crispy Salted Potato Chips #665. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Chakki Fresh Whole Wheat Atta #666","staples-grains",250,300,"5 kg",115,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Classic Chakki Fresh Whole Wheat Atta #666. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Fresh Spinach Bunch #667","fruits-vegetables",50,60,"250 g",116,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Select Fresh Spinach Bunch #667. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Farm Fresh White Eggs #668","dairy-eggs",77,92,"6 pcs",117,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Farm Fresh Farm Fresh White Eggs #668. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked 100% Whole Wheat Bread #669","bakery",85,102,"400 g",118,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Handpicked 100% Whole Wheat Bread #669. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Classic Green Tea Bags #670","beverages",220,264,"25 bags",119,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Handpicked Classic Green Tea Bags #670. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Butter Choco Chip Cookies #671","snacks",100,120,"150 g",120,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Handpicked Butter Choco Chip Cookies #671. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Refined Sunflower Oil Pouch #672","staples-grains",190,228,"1 L",121,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Handpicked Refined Sunflower Oil Pouch #672. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Crisp Shimla Apples #673","fruits-vegetables",220,264,"1 kg",122,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Fresh Crisp Shimla Apples #673. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Farm Fresh White Eggs #674","dairy-eggs",107,128,"6 pcs",123,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Premium Farm Fresh White Eggs #674. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Double Choco Chip Muffin #675","bakery",180,216,"4 pcs",124,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Natural Double Choco Chip Muffin #675. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Rich Dark Roast Coffee #676","beverages",240,288,"200 g",125,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Natural Rich Dark Roast Coffee #676. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Crispy Salted Potato Chips #677","snacks",25,30,"90 g",126,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Daily Crispy Salted Potato Chips #677. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Chakki Fresh Whole Wheat Atta #678","staples-grains",235,282,"5 kg",127,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Daily Chakki Fresh Whole Wheat Atta #678. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Green Broccoli #679","fruits-vegetables",80,96,"1 pc",128,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Fresh Green Broccoli #679. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Farm Fresh White Eggs #680","dairy-eggs",62,74,"6 pcs",129,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Organic Farm Fresh White Eggs #680. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack 100% Whole Wheat Bread #681","bakery",70,84,"400 g",130,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Value Pack 100% Whole Wheat Bread #681. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Classic Green Tea Bags #682","beverages",205,246,"25 bags",131,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Value Pack Classic Green Tea Bags #682. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Butter Choco Chip Cookies #683","snacks",85,102,"150 g",132,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Value Pack Butter Choco Chip Cookies #683. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Refined Sunflower Oil Pouch #684","staples-grains",175,210,"1 L",133,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Value Pack Refined Sunflower Oil Pouch #684. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special New Crop Potatoes #685","fruits-vegetables",69,83,"1 kg",134,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Special New Crop Potatoes #685. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Farm Fresh White Eggs #686","dairy-eggs",92,110,"6 pcs",135,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Select Farm Fresh White Eggs #686. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Double Choco Chip Muffin #687","bakery",165,198,"4 pcs",136,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Super Saver Double Choco Chip Muffin #687. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Rich Dark Roast Coffee #688","beverages",300,360,"200 g",137,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Super Saver Rich Dark Roast Coffee #688. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Crispy Salted Potato Chips #689","snacks",85,102,"90 g",138,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Gold Crispy Salted Potato Chips #689. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Chakki Fresh Whole Wheat Atta #690","staples-grains",295,354,"5 kg",139,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Gold Chakki Fresh Whole Wheat Atta #690. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Fresh Organic Tomatoes #691","fruits-vegetables",35,42,"1 kg",140,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Deluxe Fresh Organic Tomatoes #691. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Farm Fresh White Eggs #692","dairy-eggs",47,56,"6 pcs",141,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Fresh Farm Fresh White Eggs #692. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
